transaction_id,amount,failure_reason,ml_recovery_probability,ai_recommended_action,approved_action,guardrail_reason,simulated_recovery_probability,simulated_recovered
TXN007239,981.8,Bank Timeout,0.8348,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007241,2220.43,Expired Card,0.1433,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007242,1120.07,Insufficient Funds,0.6715,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007246,1148.94,Authentication Failed,0.462,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007247,315.44,Expired Card,0.1237,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007250,4360.82,Bank Timeout,0.605,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN007251,693.55,Network Error,0.7411,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007256,1357.17,Network Error,0.8031,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007258,621.84,Authentication Failed,0.4735,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN007260,1408.92,Expired Card,0.2057,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007263,982.07,Bank Timeout,0.6326,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007264,1776.27,Bank Timeout,0.6711,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007267,887.75,Insufficient Funds,0.3612,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007268,1235.82,Expired Card,0.141,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007269,2110.96,Network Error,0.7822,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007270,218.12,Network Error,0.8251,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007272,2659.06,Authentication Failed,0.4362,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007273,2747.82,Expired Card,0.2387,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007275,804.96,Authentication Failed,0.3971,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN007277,1033.31,Bank Timeout,0.8468,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007280,3322.41,Insufficient Funds,0.5833,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007282,1526.27,Bank Timeout,0.5135,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007289,1281.3,Network Error,0.7782,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007291,979.14,Authentication Failed,0.3126,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007302,1306.77,Network Error,0.6531,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN007304,328.51,Network Error,0.5253,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007306,1007.36,Network Error,0.7069,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN007322,409.22,Network Error,0.5969,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007323,2635.4,Expired Card,0.2498,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007326,2593.97,Expired Card,0.1505,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007331,640.67,Authentication Failed,0.4052,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007332,572.01,Bank Timeout,0.7753,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007334,2830.62,Insufficient Funds,0.6292,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007337,2406.55,Expired Card,0.2367,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007338,729.77,Network Error,0.7898,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007342,593.21,Network Error,0.839,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007344,2781.41,Insufficient Funds,0.4836,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007349,794.45,Expired Card,0.1375,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007350,1156.76,Insufficient Funds,0.4665,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007351,3209.28,Insufficient Funds,0.6002,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007353,194.86,Expired Card,0.2554,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007354,553.88,Insufficient Funds,0.6076,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN007361,1394.18,Expired Card,0.2265,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007364,1089.64,Insufficient Funds,0.6509,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007372,176.3,Insufficient Funds,0.4392,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007373,1506.9,Authentication Failed,0.5439,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007377,658.61,Authentication Failed,0.379,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007381,1135.61,Authentication Failed,0.5467,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007385,909.91,Insufficient Funds,0.6343,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007390,1228.34,Expired Card,0.1137,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007391,2331.69,Authentication Failed,0.3519,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007392,843.64,Network Error,0.7031,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007398,601.38,Authentication Failed,0.4115,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007400,1980.07,Authentication Failed,0.5223,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007401,1818.09,Authentication Failed,0.4337,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007406,1350.25,Authentication Failed,0.3849,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007411,1399.22,Bank Timeout,0.7392,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007412,902.58,Authentication Failed,0.3544,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007414,1255.29,Bank Timeout,0.5631,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007416,1079.29,Expired Card,0.1325,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007423,1057.11,Network Error,0.6159,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007429,3333.64,Expired Card,0.2384,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007430,966.23,Expired Card,0.1819,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007431,1025.0,Expired Card,0.1753,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007432,650.55,Insufficient Funds,0.6449,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007438,530.53,Expired Card,0.1011,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007446,4270.38,Bank Timeout,0.8355,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007451,634.16,Expired Card,0.0932,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007453,1603.58,Expired Card,0.2418,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007456,248.59,Bank Timeout,0.7191,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007457,819.66,Authentication Failed,0.5296,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007459,1245.42,Network Error,0.8064,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007465,1125.62,Insufficient Funds,0.4401,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007468,369.72,Insufficient Funds,0.4595,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007474,1812.94,Insufficient Funds,0.5363,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007475,1635.71,Network Error,0.5063,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007480,2764.01,Network Error,0.7769,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007485,417.1,Bank Timeout,0.8289,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007486,644.56,Authentication Failed,0.4196,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007490,2278.02,Network Error,0.6667,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN007491,1887.38,Authentication Failed,0.4652,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007492,1705.69,Authentication Failed,0.5123,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007496,2254.13,Bank Timeout,0.7627,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007497,1401.95,Bank Timeout,0.8237,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007498,811.01,Expired Card,0.1432,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007502,875.68,Authentication Failed,0.3888,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007507,1014.77,Insufficient Funds,0.5832,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007508,1057.43,Insufficient Funds,0.4493,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007511,904.15,Network Error,0.7472,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007512,212.94,Network Error,0.6056,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007517,3680.66,Bank Timeout,0.8305,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007520,405.97,Insufficient Funds,0.5406,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007521,2554.12,Insufficient Funds,0.4456,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007522,1409.55,Network Error,0.6413,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007525,2870.66,Bank Timeout,0.8585,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007527,695.73,Insufficient Funds,0.397,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007528,1216.68,Expired Card,0.1512,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007537,1150.24,Insufficient Funds,0.4432,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN007538,256.87,Insufficient Funds,0.4236,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007542,708.15,Insufficient Funds,0.5357,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN007548,877.16,Bank Timeout,0.8103,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN007552,1645.85,Insufficient Funds,0.6445,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007558,1419.71,Authentication Failed,0.348,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007560,767.75,Bank Timeout,0.8197,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007564,2643.18,Expired Card,0.1319,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007572,1437.79,Expired Card,0.1416,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007576,1242.92,Network Error,0.6841,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.85,True
TXN007579,501.71,Authentication Failed,0.3187,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007581,789.96,Insufficient Funds,0.4599,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007585,1373.22,Insufficient Funds,0.6808,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007586,496.87,Insufficient Funds,0.481,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007588,963.9,Network Error,0.7231,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007590,276.66,Insufficient Funds,0.5161,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007591,3314.08,Insufficient Funds,0.6667,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007595,2932.87,Insufficient Funds,0.5858,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007599,2517.46,Bank Timeout,0.7859,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007603,1715.43,Insufficient Funds,0.4307,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007604,2284.83,Bank Timeout,0.7801,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007608,480.77,Insufficient Funds,0.5729,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007610,593.46,Insufficient Funds,0.5948,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007614,1928.21,Bank Timeout,0.7007,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007617,1256.6,Bank Timeout,0.8423,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN007621,463.34,Expired Card,0.1225,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007622,1359.7,Bank Timeout,0.5021,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007626,842.02,Insufficient Funds,0.4606,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007629,1149.14,Network Error,0.8289,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN007633,176.38,Expired Card,0.2558,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007636,1197.36,Network Error,0.7096,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN007637,530.92,Insufficient Funds,0.4938,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007641,323.93,Authentication Failed,0.5518,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007642,4257.71,Insufficient Funds,0.6838,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,False
TXN007645,2313.86,Expired Card,0.1505,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007650,4061.53,Authentication Failed,0.4739,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007654,1785.45,Bank Timeout,0.8708,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007659,374.37,Insufficient Funds,0.5064,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007665,987.05,Network Error,0.7059,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007668,860.58,Network Error,0.7572,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007670,227.02,Network Error,0.5313,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007672,732.88,Network Error,0.7054,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007675,2440.17,Authentication Failed,0.5695,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN007678,227.4,Bank Timeout,0.6892,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN007683,1013.03,Network Error,0.811,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007685,1203.05,Network Error,0.6792,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007689,3078.29,Network Error,0.7103,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,True
TXN007695,645.82,Authentication Failed,0.3611,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007698,1119.01,Expired Card,0.161,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007700,1820.62,Authentication Failed,0.4888,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN007704,424.14,Network Error,0.6084,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007706,1895.74,Bank Timeout,0.7082,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007708,1735.99,Expired Card,0.1259,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007711,1687.33,Expired Card,0.1351,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007712,576.25,Insufficient Funds,0.468,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007715,1164.16,Authentication Failed,0.3863,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007716,484.87,Insufficient Funds,0.489,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007721,2436.59,Expired Card,0.1611,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007723,1175.57,Insufficient Funds,0.4677,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007724,2699.08,Network Error,0.7242,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,True
TXN007728,649.77,Expired Card,0.1576,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007734,854.21,Network Error,0.6594,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007736,4070.16,Bank Timeout,0.5689,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007738,1390.92,Expired Card,0.1658,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007740,643.0,Authentication Failed,0.4369,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007747,770.39,Network Error,0.773,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.8,False
TXN007749,1496.92,Authentication Failed,0.3806,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007751,906.19,Insufficient Funds,0.4926,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007752,1885.66,Authentication Failed,0.355,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007756,1341.78,Bank Timeout,0.7487,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN007757,1590.55,Bank Timeout,0.834,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN007761,396.04,Expired Card,0.1114,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007763,517.14,Bank Timeout,0.4792,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007767,997.0,Bank Timeout,0.8406,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007768,2461.46,Insufficient Funds,0.668,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007779,1153.58,Expired Card,0.1763,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007781,523.41,Insufficient Funds,0.4391,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007785,1703.5,Insufficient Funds,0.5805,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007786,416.32,Authentication Failed,0.4168,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007793,693.68,Bank Timeout,0.7106,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,False
TXN007794,2353.4,Authentication Failed,0.497,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007798,656.68,Insufficient Funds,0.4671,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007799,1595.03,Expired Card,0.2256,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007807,772.93,Network Error,0.7556,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007811,1611.43,Bank Timeout,0.8444,RETRY_NOW,RETRY_NOW,AI recommendation approved.,0.78,True
TXN007812,325.81,Authentication Failed,0.4735,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007813,590.92,Insufficient Funds,0.4597,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007814,820.74,Expired Card,0.0989,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,False
TXN007817,1239.21,Bank Timeout,0.6148,RETRY_LATER,RETRY_LATER,AI recommendation approved.,0.83,True
TXN007818,3950.2,Expired Card,0.3314,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007821,1605.62,Authentication Failed,0.3476,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
TXN007822,2266.23,Authentication Failed,0.4122,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,True
TXN007833,1121.47,Expired Card,0.1292,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007835,1537.54,Expired Card,0.0696,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007836,426.26,Expired Card,0.0883,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007838,676.51,Insufficient Funds,0.6267,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007840,247.56,Network Error,0.5751,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.1,False
TXN007841,525.19,Authentication Failed,0.417,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,False
TXN007842,2061.32,Insufficient Funds,0.521,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,AI recommendation approved.,0.6,True
TXN007845,2310.97,Insufficient Funds,0.5181,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007849,1052.89,Expired Card,0.1931,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007852,4317.5,Expired Card,0.1698,UPDATE_PAYMENT_METHOD,UPDATE_PAYMENT_METHOD,Expired card requires a new payment method.,0.4,True
TXN007853,2018.3,Bank Timeout,0.6495,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007854,689.89,Bank Timeout,0.7767,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.08,False
TXN007857,924.04,Insufficient Funds,0.4392,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.0,False
TXN007858,456.21,Authentication Failed,0.3888,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007859,4547.32,Authentication Failed,0.5353,ADDITIONAL_AUTHENTICATION,ADDITIONAL_AUTHENTICATION,Authentication must be completed before retrying.,0.7,True
TXN007865,1777.77,Authentication Failed,0.3821,DO_NOT_RETRY,DO_NOT_RETRY,Maximum retry limit reached.,0.05,False
